waktu;save_pH;value_pH;interval_pH;save_temp;value_temp;interval_temp;save_DO;value_DO;interval_DO;save_turb;value_turb;interval_turb;current;voltage
0:1:38:603;0;0.00;60000.00;1;27.07;1930.59;0;0.02;90000.00;0;215.67;3145.63;151.50;12.18
0:1:38:603;0;0.00;60000.00;1;27.07;1930.59;0;0.02;90000.00;0;215.67;3145.63;151.50;12.18
0:1:38:603;0;0.00;60000.00;1;27.07;1930.59;0;0.02;90000.00;0;215.67;3145.63;151.50;12.18
0:1:38:603;0;0.00;60000.00;1;27.07;1930.59;0;0.02;90000.00;0;215.67;3145.63;151.50;12.18
0:1:40:187;0;0.00;60000.00;0;27.07;1930.59;0;0.02;90000.00;1;219.43;3169.65;151.00;12.18
0:1:40:187;0;0.00;60000.00;0;27.07;1930.59;0;0.02;90000.00;1;219.43;3169.65;151.00;12.18
0:1:40:187;0;0.00;60000.00;0;27.07;1930.59;0;0.02;90000.00;1;219.43;3169.65;151.00;12.18
0:1:40:187;0;0.00;60000.00;0;27.07;1930.59;0;0.02;90000.00;1;219.43;3169.65;151.00;12.18
0:1:40:187;0;0.00;60000.00;0;27.07;1930.59;0;0.02;90000.00;1;219.43;3169.65;151.00;12.18
0:1:40:484;0;0.00;60000.00;1;27.07;2059.12;0;0.02;90000.00;0;219.43;3169.65;151.00;12.18
0:1:40:484;0;0.00;60000.00;1;27.07;2059.12;0;0.02;90000.00;0;219.43;3169.65;151.00;12.18
0:1:40:484;0;0.00;60000.00;1;27.07;2059.12;0;0.02;90000.00;0;219.43;3169.65;151.00;12.18
0:1:40:484;0;0.00;60000.00;1;27.07;2059.12;0;0.02;90000.00;0;219.43;3169.65;151.00;12.18
0:1:40:484;0;0.00;60000.00;1;27.07;2059.12;0;0.02;90000.00;0;219.43;3169.65;151.00;12.18
0:1:42:563;0;0.00;60000.00;1;27.07;2196.21;0;0.02;90000.00;0;219.43;3169.65;152.30;12.18
0:1:42:563;0;0.00;60000.00;1;27.07;2196.21;0;0.02;90000.00;0;219.43;3169.65;152.30;12.18
0:1:42:563;0;0.00;60000.00;1;27.07;2196.21;0;0.02;90000.00;0;219.43;3169.65;152.30;12.18
0:1:42:563;0;0.00;60000.00;1;27.07;2196.21;0;0.02;90000.00;0;219.43;3169.65;152.30;12.18
0:1:42:563;0;0.00;60000.00;1;27.07;2196.21;0;0.02;90000.00;0;219.43;3169.65;152.30;12.18
0:1:42:563;0;0.00;60000.00;1;27.07;2196.21;0;0.02;90000.00;0;219.43;3169.65;152.30;12.18
0:1:43:355;0;0.00;60000.00;0;27.07;2196.21;0;0.02;90000.00;1;224.26;3154.53;152.30;12.18
0:1:43:355;0;0.00;60000.00;0;27.07;2196.21;0;0.02;90000.00;1;224.26;3154.53;152.30;12.18
0:1:43:355;0;0.00;60000.00;0;27.07;2196.21;0;0.02;90000.00;1;224.26;3154.53;152.30;12.18
0:1:43:355;0;0.00;60000.00;0;27.07;2196.21;0;0.02;90000.00;1;224.26;3154.53;152.30;12.18
0:1:43:355;0;0.00;60000.00;0;27.07;2196.21;0;0.02;90000.00;1;224.26;3154.53;152.30;12.18
0:1:44:741;0;0.00;60000.00;1;27.01;2341.52;0;0.02;90000.00;0;224.26;3154.53;151.70;12.18
0:1:44:741;0;0.00;60000.00;1;27.01;2341.52;0;0.02;90000.00;0;224.26;3154.53;151.70;12.18
0:1:44:741;0;0.00;60000.00;1;27.01;2341.52;0;0.02;90000.00;0;224.26;3154.53;151.70;12.18
0:1:44:741;0;0.00;60000.00;1;27.01;2341.52;0;0.02;90000.00;0;224.26;3154.53;151.70;12.18
0:1:44:741;0;0.00;60000.00;1;27.01;2341.52;0;0.02;90000.00;0;224.26;3154.53;151.70;12.18
0:1:46:523;0;0.00;60000.00;0;27.01;2341.52;0;0.02;90000.00;1;223.19;3278.44;149.90;12.18
0:1:46:523;0;0.00;60000.00;0;27.01;2341.52;0;0.02;90000.00;1;223.19;3278.44;149.90;12.18
0:1:46:523;0;0.00;60000.00;0;27.01;2341.52;0;0.02;90000.00;1;223.19;3278.44;149.90;12.18
0:1:46:523;0;0.00;60000.00;0;27.01;2341.52;0;0.02;90000.00;1;223.19;3278.44;149.90;12.18
0:1:46:523;0;0.00;60000.00;0;27.01;2341.52;0;0.02;90000.00;1;223.19;3278.44;149.90;12.18
0:1:47:117;0;0.00;60000.00;1;27.01;2497.41;0;0.02;90000.00;0;223.19;3278.44;149.90;12.18
0:1:47:117;0;0.00;60000.00;1;27.01;2497.41;0;0.02;90000.00;0;223.19;3278.44;149.90;12.18
0:1:47:117;0;0.00;60000.00;1;27.01;2497.41;0;0.02;90000.00;0;223.19;3278.44;149.90;12.18
0:1:47:117;0;0.00;60000.00;1;27.01;2497.41;0;0.02;90000.00;0;223.19;3278.44;149.90;12.18
0:1:47:117;0;0.00;60000.00;1;27.01;2497.41;0;0.02;90000.00;0;223.19;3278.44;149.90;12.18
0:1:49:592;0;0.00;60000.00;1;27.07;2647.87;0;0.02;90000.00;0;223.19;3278.44;151.30;12.19
0:1:49:592;0;0.00;60000.00;1;27.07;2647.87;0;0.02;90000.00;0;223.19;3278.44;151.30;12.19
0:1:49:592;0;0.00;60000.00;1;27.07;2647.87;0;0.02;90000.00;0;223.19;3278.44;151.30;12.19
0:1:49:592;0;0.00;60000.00;1;27.07;2647.87;0;0.02;90000.00;0;223.19;3278.44;151.30;12.19
0:1:49:592;0;0.00;60000.00;1;27.07;2647.87;0;0.02;90000.00;0;223.19;3278.44;151.30;12.19
0:1:49:790;0;0.00;60000.00;0;27.07;2647.87;0;0.02;90000.00;1;221.58;3385.77;151.30;12.19
0:1:49:790;0;0.00;60000.00;0;27.07;2647.87;0;0.02;90000.00;1;221.58;3385.77;151.30;12.19
0:1:49:790;0;0.00;60000.00;0;27.07;2647.87;0;0.02;90000.00;1;221.58;3385.77;151.30;12.19
0:1:49:790;0;0.00;60000.00;0;27.07;2647.87;0;0.02;90000.00;1;221.58;3385.77;151.30;12.19
0:1:49:790;0;0.00;60000.00;0;27.07;2647.87;0;0.02;90000.00;1;221.58;3385.77;151.30;12.19
0:1:52:265;0;0.00;60000.00;1;27.07;2824.15;0;0.02;90000.00;0;221.58;3385.77;151.20;12.18
0:1:52:265;0;0.00;60000.00;1;27.07;2824.15;0;0.02;90000.00;0;221.58;3385.77;151.20;12.18
0:1:52:265;0;0.00;60000.00;1;27.07;2824.15;0;0.02;90000.00;0;221.58;3385.77;151.20;12.18
0:1:52:265;0;0.00;60000.00;1;27.07;2824.15;0;0.02;90000.00;0;221.58;3385.77;151.20;12.18
0:1:53:156;0;0.00;60000.00;0;27.07;2824.15;0;0.02;90000.00;1;220.50;3518.65;151.20;12.18
0:1:53:156;0;0.00;60000.00;0;27.07;2824.15;0;0.02;90000.00;1;220.50;3518.65;151.20;12.18
0:1:53:156;0;0.00;60000.00;0;27.07;2824.15;0;0.02;90000.00;1;220.50;3518.65;151.20;12.18
0:1:53:156;0;0.00;60000.00;0;27.07;2824.15;0;0.02;90000.00;1;220.50;3518.65;151.20;12.18
0:1:53:156;0;0.00;60000.00;0;27.07;2824.15;0;0.02;90000.00;1;220.50;3518.65;151.20;12.18
0:1:55:136;0;0.00;60000.00;1;27.01;2994.30;0;0.02;90000.00;0;220.50;3518.65;151.50;12.18
0:1:55:136;0;0.00;60000.00;1;27.01;2994.30;0;0.02;90000.00;0;220.50;3518.65;151.50;12.18
0:1:55:136;0;0.00;60000.00;1;27.01;2994.30;0;0.02;90000.00;0;220.50;3518.65;151.50;12.18
0:1:55:136;0;0.00;60000.00;1;27.01;2994.30;0;0.02;90000.00;0;220.50;3518.65;151.50;12.18
0:1:55:136;0;0.00;60000.00;1;27.01;2994.30;0;0.02;90000.00;0;220.50;3518.65;151.50;12.18
0:1:55:136;0;0.00;60000.00;1;27.01;2994.30;0;0.02;90000.00;0;220.50;3518.65;151.50;12.18
0:1:56:621;0;0.00;60000.00;0;27.01;2994.30;0;0.02;90000.00;1;223.73;3566.01;151.00;12.18
0:1:56:621;0;0.00;60000.00;0;27.01;2994.30;0;0.02;90000.00;1;223.73;3566.01;151.00;12.18
0:1:56:621;0;0.00;60000.00;0;27.01;2994.30;0;0.02;90000.00;1;223.73;3566.01;151.00;12.18
0:1:56:621;0;0.00;60000.00;0;27.01;2994.30;0;0.02;90000.00;1;223.73;3566.01;151.00;12.18
0:1:56:621;0;0.00;60000.00;0;27.01;2994.30;0;0.02;90000.00;1;223.73;3566.01;151.00;12.18
0:1:58:106;0;0.00;60000.00;1;27.07;3174.69;0;0.02;90000.00;0;223.73;3566.01;151.00;12.18
0:1:58:106;0;0.00;60000.00;1;27.07;3174.69;0;0.02;90000.00;0;223.73;3566.01;156.00;12.18
0:1:58:106;0;0.00;60000.00;1;27.07;3174.69;0;0.02;90000.00;0;223.73;3566.01;156.00;12.18
0:1:58:106;0;0.00;60000.00;1;27.07;3174.69;0;0.02;90000.00;0;223.73;3566.01;156.00;12.18
0:1:58:106;0;0.00;60000.00;1;27.07;3174.69;0;0.02;90000.00;0;223.73;3566.01;156.00;12.18
0:2:1:274;1;3.00;60000.00;1;27.07;3386.05;0;0.02;90000.00;0;225.34;3682.58;150.90;12.18
0:2:1:274;1;3.00;60000.00;1;27.07;3386.05;0;0.02;90000.00;0;225.34;3682.58;150.90;12.18
0:2:1:274;1;3.00;60000.00;1;27.07;3386.05;0;0.02;90000.00;0;225.34;3682.58;150.90;12.18
0:2:1:274;1;3.00;60000.00;1;27.07;3386.05;0;0.02;90000.00;0;225.34;3682.58;150.90;12.18
0:2:1:274;1;3.00;60000.00;1;27.07;3386.05;0;0.02;90000.00;0;225.34;3682.58;150.90;12.18
0:2:3:947;0;3.00;60000.00;0;27.07;3386.05;0;0.02;90000.00;1;230.71;3642.56;150.80;12.18
0:2:3:947;0;3.00;60000.00;0;27.07;3386.05;0;0.02;90000.00;1;230.71;3642.56;150.80;12.18
0:2:3:947;0;3.00;60000.00;0;27.07;3386.05;0;0.02;90000.00;1;230.71;3642.56;150.80;12.18
0:2:3:947;0;3.00;60000.00;0;27.07;3386.05;0;0.02;90000.00;1;230.71;3642.56;150.80;12.18
0:2:3:947;0;3.00;60000.00;0;27.07;3386.05;0;0.02;90000.00;1;230.71;3642.56;150.80;12.18
0:2:4:640;0;3.00;60000.00;1;27.07;3611.47;0;0.02;90000.00;0;230.71;3642.56;150.80;12.18
0:2:4:640;0;3.00;60000.00;1;27.07;3611.47;0;0.02;90000.00;0;230.71;3642.56;150.80;12.18
0:2:4:640;0;3.00;60000.00;1;27.07;3611.47;0;0.02;90000.00;0;230.71;3642.56;150.80;12.18
0:2:4:640;0;3.00;60000.00;1;27.07;3611.47;0;0.02;90000.00;0;230.71;3642.56;150.80;12.18
0:2:4:640;0;3.00;60000.00;1;27.07;3611.47;0;0.02;90000.00;0;230.71;3642.56;150.80;12.18
0:2:8:303;0;3.00;60000.00;1;27.07;3851.90;0;0.02;90000.00;0;230.71;3834.11;151.80;12.18
0:2:8:303;0;3.00;60000.00;1;27.07;3851.90;0;0.02;90000.00;0;230.71;3834.11;151.80;12.18
0:2:8:303;0;3.00;60000.00;1;27.07;3851.90;0;0.02;90000.00;0;230.71;3834.11;151.80;12.18
0:2:8:303;0;3.00;60000.00;1;27.07;3851.90;0;0.02;90000.00;0;230.71;3834.11;151.80;12.18
0:2:8:303;0;3.00;60000.00;1;27.07;3851.90;0;0.02;90000.00;0;230.71;3834.11;151.80;12.18
0:2:11:372;0;3.00;60000.00;0;27.07;3851.90;0;0.02;90000.00;1;231.78;3985.41;152.50;12.19
0:2:11:372;0;3.00;60000.00;0;27.07;3851.90;0;0.02;90000.00;1;231.78;3985.41;152.50;12.19
0:2:11:372;0;3.00;60000.00;0;27.07;3851.90;0;0.02;90000.00;1;231.78;3985.41;152.50;12.19
0:2:11:372;0;3.00;60000.00;0;27.07;3851.90;0;0.02;90000.00;1;231.78;3985.41;152.50;12.19
0:2:11:372;0;3.00;60000.00;0;27.07;3851.90;0;0.02;90000.00;1;231.78;3985.41;152.50;12.19
0:2:12:164;0;3.00;60000.00;1;27.01;4083.97;0;0.02;90000.00;0;231.78;3985.41;153.10;12.19
0:2:12:164;0;3.00;60000.00;1;27.01;4083.97;0;0.02;90000.00;0;231.78;3985.41;153.10;12.19
0:2:12:164;0;3.00;60000.00;1;27.01;4083.97;0;0.02;90000.00;0;231.78;3985.41;153.10;12.19
0:2:12:164;0;3.00;60000.00;1;27.01;4083.97;0;0.02;90000.00;0;231.78;3985.41;153.10;12.19
0:2:12:164;0;3.00;60000.00;1;27.01;4083.97;0;0.02;90000.00;0;231.78;3985.41;153.10;12.19
0:2:16:223;0;3.00;60000.00;1;27.07;4330.00;0;0.02;90000.00;0;227.49;3994.48;151.50;12.18
0:2:16:223;0;3.00;60000.00;1;27.07;4330.00;0;0.02;90000.00;0;227.49;3994.48;151.50;12.18
0:2:16:223;0;3.00;60000.00;1;27.07;4330.00;0;0.02;90000.00;0;227.49;3994.48;151.50;12.18
0:2:16:223;0;3.00;60000.00;1;27.07;4330.00;0;0.02;90000.00;0;227.49;3994.48;151.50;12.18
0:2:16:223;0;3.00;60000.00;1;27.07;4330.00;0;0.02;90000.00;0;227.49;3994.48;151.50;12.18
0:2:16:223;0;3.00;60000.00;1;27.07;4330.00;0;0.02;90000.00;0;227.49;3994.48;151.50;12.18
0:2:19:391;0;3.00;60000.00;0;27.07;4330.00;0;0.02;90000.00;1;227.49;4204.54;150.20;12.18
0:2:19:391;0;3.00;60000.00;0;27.07;4330.00;0;0.02;90000.00;1;227.49;4204.54;150.20;12.18
0:2:19:391;0;3.00;60000.00;0;27.07;4330.00;0;0.02;90000.00;1;227.49;4204.54;150.20;12.18
0:2:19:391;0;3.00;60000.00;0;27.07;4330.00;0;0.02;90000.00;1;227.49;4204.54;150.20;12.18
0:2:19:391;0;3.00;60000.00;0;27.07;4330.00;0;0.02;90000.00;1;227.49;4204.54;150.20;12.18
0:2:19:391;0;3.00;60000.00;0;27.07;4330.00;0;0.02;90000.00;1;227.49;4204.54;150.20;12.18
0:2:20:579;0;3.00;60000.00;1;27.01;4590.87;0;0.02;90000.00;0;227.49;4204.54;151.70;12.18
0:2:20:579;0;3.00;60000.00;1;27.01;4590.87;0;0.02;90000.00;0;227.49;4204.54;151.70;12.18
0:2:20:579;0;3.00;60000.00;1;27.01;4590.87;0;0.02;90000.00;0;227.49;4204.54;151.70;12.18
0:2:20:579;0;3.00;60000.00;1;27.01;4590.87;0;0.02;90000.00;0;227.49;4204.54;151.70;12.18
0:2:20:579;0;3.00;60000.00;1;27.01;4590.87;0;0.02;90000.00;0;227.49;4204.54;151.70;12.18
0:2:20:579;0;3.00;60000.00;1;27.01;4590.87;0;0.02;90000.00;0;227.49;4204.54;151.70;12.18
0:2:23:549;0;3.00;60000.00;0;27.01;4590.87;0;0.02;90000.00;1;230.71;4265.88;151.60;12.18
0:2:23:549;0;3.00;60000.00;0;27.01;4590.87;0;0.02;90000.00;1;230.71;4265.88;151.60;12.18
0:2:23:549;0;3.00;60000.00;0;27.01;4590.87;0;0.02;90000.00;1;230.71;4265.88;151.60;12.18
0:2:23:549;0;3.00;60000.00;0;27.01;4590.87;0;0.02;90000.00;1;230.71;4265.88;151.60;12.18
0:2:23:549;0;3.00;60000.00;0;27.01;4590.87;0;0.02;90000.00;1;230.71;4265.88;151.60;12.18
0:2:23:549;0;3.00;60000.00;0;27.01;4590.87;0;0.02;90000.00;1;230.71;4265.88;151.60;12.18
0:2:25:133;0;3.00;60000.00;1;27.01;4896.51;0;0.02;90000.00;0;230.71;4265.88;152.10;12.18
0:2:25:133;0;3.00;60000.00;1;27.01;4896.51;0;0.02;90000.00;0;230.71;4265.88;152.10;12.18
0:2:25:133;0;3.00;60000.00;1;27.01;4896.51;0;0.02;90000.00;0;230.71;4265.88;152.10;12.18
0:2:25:133;0;3.00;60000.00;1;27.01;4896.51;0;0.02;90000.00;0;230.71;4265.88;152.10;12.18
0:2:25:133;0;3.00;60000.00;1;27.01;4896.51;0;0.02;90000.00;0;230.71;4265.88;152.10;12.18
0:2:27:806;0;3.00;60000.00;0;27.01;4896.51;0;0.02;90000.00;1;235.54;4252.06;150.80;12.18
0:2:27:806;0;3.00;60000.00;0;27.01;4896.51;0;0.02;90000.00;1;235.54;4252.06;150.80;12.18
0:2:27:806;0;3.00;60000.00;0;27.01;4896.51;0;0.02;90000.00;1;235.54;4252.06;150.80;12.18
0:2:27:806;0;3.00;60000.00;0;27.01;4896.51;0;0.02;90000.00;1;235.54;4252.06;150.80;12.18
0:2:27:806;0;3.00;60000.00;0;27.01;4896.51;0;0.02;90000.00;1;235.54;4252.06;150.80;12.18
0:2:27:806;0;3.00;60000.00;0;27.01;4896.51;0;0.02;90000.00;1;235.54;4252.06;150.80;12.18
0:2:30:83;0;3.00;60000.00;1;27.01;5222.49;0;0.02;90000.00;0;235.54;4252.06;151.90;12.18
0:2:30:83;0;3.00;60000.00;1;27.01;5222.49;0;0.02;90000.00;0;235.54;4252.06;151.90;12.18
0:2:30:83;0;3.00;60000.00;1;27.01;5222.49;0;0.02;90000.00;0;235.54;4252.06;151.90;12.18
0:2:30:83;0;3.00;60000.00;1;27.01;5222.49;0;0.02;90000.00;0;235.54;4252.06;151.90;12.18
0:2:30:83;0;3.00;60000.00;1;27.01;5222.49;0;0.02;90000.00;0;235.54;4252.06;151.90;12.18
0:2:30:83;0;3.00;60000.00;1;27.01;5222.49;0;0.02;90000.00;0;235.54;4252.06;159.20;12.18
0:2:32:63;0;3.00;60000.00;0;27.01;5222.49;0;0.02;90000.00;1;238.23;4341.47;159.20;12.18
0:2:32:63;0;3.00;60000.00;0;27.01;5222.49;0;0.02;90000.00;1;238.23;4341.47;159.20;12.18
0:2:32:63;0;3.00;60000.00;0;27.01;5222.49;0;0.02;90000.00;1;238.23;4341.47;159.20;12.18
0:2:32:63;0;3.00;60000.00;0;27.01;5222.49;0;0.02;90000.00;1;238.23;4341.47;159.20;12.18
0:2:32:63;0;3.00;60000.00;0;27.01;5222.49;0;0.02;90000.00;1;238.23;4341.47;159.20;12.18
0:2:35:231;0;3.00;60000.00;1;27.01;5570.17;0;0.02;90000.00;0;238.23;4341.47;152.10;12.18
0:2:35:231;0;3.00;60000.00;1;27.01;5570.17;0;0.02;90000.00;0;238.23;4341.47;152.10;12.18
0:2:35:231;0;3.00;60000.00;1;27.01;5570.17;0;0.02;90000.00;0;238.23;4341.47;152.10;12.18
0:2:35:231;0;3.00;60000.00;1;27.01;5570.17;0;0.02;90000.00;0;238.23;4341.47;152.10;12.18
0:2:35:231;0;3.00;60000.00;1;27.01;5570.17;0;0.02;90000.00;0;238.23;4341.47;152.10;12.18
0:2:35:231;0;3.00;60000.00;1;27.01;5570.17;0;0.02;90000.00;0;238.23;4341.47;152.10;12.18
0:2:36:419;0;3.00;60000.00;0;27.01;5570.17;0;0.02;90000.00;1;235.54;4433.79;151.90;12.18
0:2:36:419;0;3.00;60000.00;0;27.01;5570.17;0;0.02;90000.00;1;235.54;4433.79;151.90;12.18
0:2:36:419;0;3.00;60000.00;0;27.01;5570.17;0;0.02;90000.00;1;235.54;4433.79;151.90;12.18
0:2:36:419;0;3.00;60000.00;0;27.01;5570.17;0;0.02;90000.00;1;235.54;4433.79;151.90;12.18
0:2:36:419;0;3.00;60000.00;0;27.01;5570.17;0;0.02;90000.00;1;235.54;4433.79;151.90;12.18
0:2:36:419;0;3.00;60000.00;0;27.01;5570.17;0;0.02;90000.00;1;235.54;4433.79;151.90;12.18
0:2:40:874;0;3.00;60000.00;1;27.07;5905.74;0;0.02;90000.00;1;235.54;4666.94;152.50;12.18
0:2:40:874;0;3.00;60000.00;1;27.07;5905.74;0;0.02;90000.00;1;235.54;4666.94;152.50;12.18
0:2:40:874;0;3.00;60000.00;1;27.07;5905.74;0;0.02;90000.00;1;235.54;4666.94;152.50;12.18
0:2:40:874;0;3.00;60000.00;1;27.07;5905.74;0;0.02;90000.00;1;235.54;4666.94;152.50;12.18
0:2:40:874;0;3.00;60000.00;1;27.07;5905.74;0;0.02;90000.00;1;235.54;4666.94;152.50;12.18
0:2:40:874;0;3.00;60000.00;1;27.07;5905.74;0;0.02;90000.00;1;235.54;4666.94;152.50;12.18
0:2:45:527;0;3.00;60000.00;0;27.07;5905.74;0;0.02;90000.00;1;230.71;4657.54;152.60;12.18
0:2:45:527;0;3.00;60000.00;0;27.07;5905.74;0;0.02;90000.00;1;230.71;4657.54;152.60;12.18
0:2:45:527;0;3.00;60000.00;0;27.07;5905.74;0;0.02;90000.00;1;230.71;4657.54;152.60;12.18
0:2:45:527;0;3.00;60000.00;0;27.07;5905.74;0;0.02;90000.00;1;230.71;4657.54;152.60;12.18
0:2:45:527;0;3.00;60000.00;0;27.07;5905.74;0;0.02;90000.00;1;230.71;4657.54;152.60;12.18
0:2:45:527;0;3.00;60000.00;0;27.07;5905.74;0;0.02;90000.00;1;230.71;4657.54;152.60;12.18
0:2:46:715;0;3.00;60000.00;1;27.01;6261.52;0;0.02;90000.00;0;230.71;4657.54;152.20;12.18
0:2:46:715;0;3.00;60000.00;1;27.01;6261.52;0;0.02;90000.00;0;230.71;4657.54;152.20;12.18
0:2:46:715;0;3.00;60000.00;1;27.01;6261.52;0;0.02;90000.00;0;230.71;4657.54;152.20;12.18
0:2:46:715;0;3.00;60000.00;1;27.01;6261.52;0;0.02;90000.00;0;230.71;4657.54;152.20;12.18
0:2:46:715;0;3.00;60000.00;1;27.01;6261.52;0;0.02;90000.00;0;230.71;4657.54;152.20;12.18
0:2:46:715;0;3.00;60000.00;1;27.01;6261.52;0;0.02;90000.00;0;230.71;4657.54;152.20;12.18
0:2:50:180;0;3.00;60000.00;0;27.01;6261.52;0;0.02;90000.00;1;231.78;4843.64;152.40;12.18
0:2:50:180;0;3.00;60000.00;0;27.01;6261.52;0;0.02;90000.00;1;231.78;4843.64;152.40;12.18
0:2:50:180;0;3.00;60000.00;0;27.01;6261.52;0;0.02;90000.00;1;231.78;4843.64;152.40;12.18
0:2:50:180;0;3.00;60000.00;0;27.01;6261.52;0;0.02;90000.00;1;231.78;4843.64;152.40;12.18
0:2:50:180;0;3.00;60000.00;0;27.01;6261.52;0;0.02;90000.00;1;231.78;4843.64;152.40;12.18
0:2:50:180;0;3.00;60000.00;0;27.01;6261.52;0;0.02;90000.00;1;231.78;4843.64;152.40;12.18
0:2:53:51;0;3.00;60000.00;1;27.01;6678.38;0;0.02;90000.00;0;231.78;4843.64;150.30;12.18
0:2:53:51;0;3.00;60000.00;1;27.01;6678.38;0;0.02;90000.00;0;231.78;4843.64;150.30;12.18
0:2:53:51;0;3.00;60000.00;1;27.01;6678.38;0;0.02;90000.00;0;231.78;4843.64;150.30;12.18
0:2:53:51;0;3.00;60000.00;1;27.01;6678.38;0;0.02;90000.00;0;231.78;4843.64;150.30;12.18
0:2:53:51;0;3.00;60000.00;1;27.01;6678.38;0;0.02;90000.00;0;231.78;4843.64;150.30;12.18
0:2:53:51;0;3.00;60000.00;1;27.01;6678.38;0;0.02;90000.00;0;231.78;4843.64;150.30;12.18
0:2:55:31;0;3.00;60000.00;0;27.01;6678.38;0;0.02;90000.00;1;231.25;5067.60;151.80;12.18
0:2:55:31;0;3.00;60000.00;0;27.01;6678.38;0;0.02;90000.00;1;231.25;5067.60;151.80;12.18
0:2:55:31;0;3.00;60000.00;0;27.01;6678.38;0;0.02;90000.00;1;231.25;5067.60;151.80;12.18
0:2:55:31;0;3.00;60000.00;0;27.01;6678.38;0;0.02;90000.00;1;231.25;5067.60;151.80;12.18
0:2:59:684;0;3.00;60000.00;1;27.07;7080.69;0;0.02;90000.00;0;231.25;5067.60;151.80;12.18
0:2:59:684;0;3.00;60000.00;1;27.07;7080.69;0;0.02;90000.00;0;231.25;5067.60;151.80;12.18
0:2:59:684;0;3.00;60000.00;1;27.07;7080.69;0;0.02;90000.00;0;231.25;5067.60;151.80;12.18
0:2:59:684;0;3.00;60000.00;1;27.07;7080.69;0;0.02;90000.00;0;231.25;5067.60;151.80;12.18
0:2:59:684;0;3.00;60000.00;1;27.07;7080.69;0;0.02;90000.00;0;231.25;5067.60;151.80;12.18
0:2:59:684;0;3.00;60000.00;1;27.07;7080.69;0;0.02;90000.00;0;231.25;5067.60;151.80;12.18
0:2:59:684;0;3.00;60000.00;1;27.07;7080.69;0;0.02;90000.00;0;231.25;5067.60;151.80;12.18
